Datum,Tijd,Valutadatum,Product,ISIN,Omschrijving,FX,Mutatie,,Saldo,,Order Id
,,,,,,,,,,,8b93-521c05590ba7
30-12-2020,09:47,30-12-2020,ING GROEP N.V.,NL0011821202,DEGIRO Transactiekosten en/of kosten van derden,,EUR,-2.00,EUR,74.37,9b882885-1021-4ad8-beea-00fd0141467b
30-12-2020,09:47,30-12-2020,ING GROEP N.V.,NL0011821202,"Koop 1 @ 7,8 EUR",,EUR,-7.80,EUR,76.37,9b882885-1021-4ad8-beea-00fd0141467b
29-12-2020,10:16,29-12-2020,,,"Overboeking van uw geldrekening bij flatexDEGIRO Bank 47,85 EUR",,,,EUR,84.17,
29-12-2020,10:16,29-12-2020,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,47.85,EUR,132.02,
28-12-2020,15:30,28-12-2020,AT&T INC.,US00206R1023,Valuta Creditering,1.2210,USD,57.80,USD,0.00,7b82adb0-be48-4653-810b-6bade0903a76
28-12-2020,15:30,28-12-2020,AT&T INC.,US00206R1023,Valuta Debitering,,EUR,-47.34,EUR,84.17,7b82adb0-be48-4653-810b-6bade0903a76
28-12-2020,15:30,28-12-2020,AT&T INC.,US00206R1023,DEGIRO Transactiekosten en/of kosten van derden,,EUR,-0.01,EUR,131.51,7b82adb0-be48-4653-810b-6bade0903a76
28-12-2020,15:30,28-12-2020,AT&T INC.,US00206R1023,DEGIRO Transactiekosten en/of kosten van derden,,EUR,-0.50,EUR,131.52,7b82adb0-be48-4653-810b-6bade0903a76
28-12-2020,15:30,28-12-2020,AT&T INC.,US00206R1023,"Koop 2 @ 28,9 USD",,USD,-57.80,USD,-57.80,7b82adb0-be48-4653-810b-6bade0903a76
28-12-2020,10:16,28-12-2020,,,"Overboeking van uw geldrekening bij flatexDEGIRO Bank 97,16 EUR",,,,EUR,132.02,
28-12-2020,10:16,28-12-2020,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,97.16,EUR,229.18,
24-12-2020,16:28,24-12-2020,VERIZON COMMUNICATIONS,US92343V1044,Valuta Creditering,1.2182,USD,117.74,USD,0.00,93c7cac8-a381-41b3-859b-402c2c09ca15
24-12-2020,16:28,24-12-2020,VERIZON COMMUNICATIONS,US92343V1044,Valuta Debitering,,EUR,-96.65,EUR,132.02,93c7cac8-a381-41b3-859b-402c2c09ca15
24-12-2020,16:28,24-12-2020,VERIZON COMMUNICATIONS,US92343V1044,DEGIRO Transactiekosten en/of kosten van derden,,EUR,-0.01,EUR,228.67,93c7cac8-a381-41b3-859b-402c2c09ca15
24-12-2020,16:28,24-12-2020,VERIZON COMMUNICATIONS,US92343V1044,DEGIRO Transactiekosten en/of kosten van derden,,EUR,-0.50,EUR,228.68,93c7cac8-a381-41b3-859b-402c2c09ca15
24-12-2020,16:28,24-12-2020,VERIZON COMMUNICATIONS,US92343V1044,"Koop 2 @ 58,87 USD",,USD,-117.74,USD,-117.74,93c7cac8-a381-41b3-859b-402c2c09ca15
24-12-2020,02:40,23-12-2020,,,iDEAL Deposit,,EUR,200.00,EUR,229.18,
24-12-2020,02:40,23-12-2020,,,Reservation iDEAL / Sofort Deposit,,EUR,-200.00,EUR,29.18,
23-12-2020,11:43,23-12-2020,,,Reservation iDEAL / Sofort Deposit,,EUR,200.00,EUR,229.18,
22-12-2020,10:15,22-12-2020,,,"Overboeking van uw geldrekening bij flatexDEGIRO Bank 40,64 EUR",,,,EUR,29.18,
22-12-2020,10:15,22-12-2020,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,40.64,EUR,69.82,
21-12-2020,09:00,21-12-2020,ABN AMRO GROUP,NL0011540547,DEGIRO Transactiekosten en/of kosten van derden,,EUR,-0.01,EUR,29.18,0472ae01-e527-4291-94d2-e93017170f6b
21-12-2020,09:00,21-12-2020,ABN AMRO GROUP,NL0011540547,DEGIRO Transactiekosten en/of kosten van derden,,EUR,-2.00,EUR,29.19,0472ae01-e527-4291-94d2-e93017170f6b
21-12-2020,09:00,21-12-2020,ABN AMRO GROUP,NL0011540547,"Koop 4 @ 7,726 EUR",,EUR,-30.90,EUR,31.19,0472ae01-e527-4291-94d2-e93017170f6b
21-12-2020,09:00,21-12-2020,ABN AMRO GROUP,NL0011540547,"Koop 1 @ 7,726 EUR",,EUR,-7.73,EUR,62.09,0472ae01-e527-4291-94d2-e93017170f6b
09-12-2020,11:00,09-12-2020,,,"Overboeking naar uw geldrekening bij flatexDEGIRO Bank: 69,81 EUR",,,,EUR,69.82,
09-12-2020,11:00,09-12-2020,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,-69.81,EUR,0.01,
08-12-2020,16:07,08-12-2020,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,"Conversie geldmarktfonds: Verkoop 0,007045 @ 9.908,9161 EUR",,,,EUR,69.82,
08-12-2020,11:30,08-12-2020,,,"Overboeking naar uw geldrekening bij flatexDEGIRO Bank: 0,01 EUR",,,,EUR,99.10,
08-12-2020,11:30,08-12-2020,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,-0.01,EUR,99.09,
07-12-2020,00:00,06-12-2020,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,Koersverandering geldmarktfonds (EUR),,EUR,0.00,EUR,99.10,
04-12-2020,00:00,03-12-2020,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,Koersverandering geldmarktfonds (EUR),,EUR,0.00,EUR,99.10,
03-12-2020,00:00,02-12-2020,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,Koersverandering geldmarktfonds (EUR),,EUR,0.00,EUR,99.11,
02-12-2020,00:00,01-12-2020,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,Koersverandering geldmarktfonds (EUR),,EUR,0.00,EUR,99.11,
01-12-2020,00:00,30-11-2020,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,Koersverandering geldmarktfonds (EUR),,EUR,0.00,EUR,99.11,
30-11-2020,00:00,29-11-2020,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,Koersverandering geldmarktfonds (EUR),,EUR,0.00,EUR,99.11,
27-11-2020,00:00,26-11-2020,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,Koersverandering geldmarktfonds (EUR),,EUR,0.00,EUR,99.12,
26-11-2020,00:00,25-11-2020,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,Koersverandering geldmarktfonds (EUR),,EUR,0.00,EUR,99.12,
25-11-2020,00:00,24-11-2020,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,Koersverandering geldmarktfonds (EUR),,EUR,0.00,EUR,99.12,
24-11-2020,00:00,23-11-2020,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,Koersverandering geldmarktfonds (EUR),,EUR,0.00,EUR,99.12,
23-11-2020,00:00,22-11-2020,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,Koersverandering geldmarktfonds (EUR),,EUR,0.00,EUR,99.12,
20-11-2020,00:00,19-11-2020,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,Koersverandering geldmarktfonds (EUR),,EUR,0.00,EUR,99.13,
19-11-2020,00:00,18-11-2020,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,Koersverandering geldmarktfonds (EUR),,EUR,0.00,EUR,99.13,
18-11-2020,00:00,17-11-2020,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,Koersverandering geldmarktfonds (EUR),,EUR,0.00,EUR,99.13,
17-11-2020,00:00,16-11-2020,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,Koersverandering geldmarktfonds (EUR),,EUR,0.00,EUR,99.13,
16-11-2020,00:00,15-11-2020,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,Koersverandering geldmarktfonds (EUR),,EUR,0.00,EUR,99.14,
13-11-2020,00:00,12-11-2020,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,Koersverandering geldmarktfonds (EUR),,EUR,0.00,EUR,99.14,
12-11-2020,00:00,11-11-2020,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,Koersverandering geldmarktfonds (EUR),,EUR,0.00,EUR,99.14,
11-11-2020,00:00,10-11-2020,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,Koersverandering geldmarktfonds (EUR),,EUR,0.00,EUR,99.14,
10-11-2020,00:00,09-11-2020,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,Koersverandering geldmarktfonds (EUR),,EUR,0.00,EUR,99.15,
09-11-2020,00:00,08-11-2020,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,Koersverandering geldmarktfonds (EUR),,EUR,0.00,EUR,99.15,
06-11-2020,00:00,05-11-2020,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,Koersverandering geldmarktfonds (EUR),,EUR,0.00,EUR,99.15,
05-11-2020,00:00,04-11-2020,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,Koersverandering geldmarktfonds (EUR),,EUR,0.00,EUR,99.15,
04-11-2020,00:00,03-11-2020,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,Koersverandering geldmarktfonds (EUR),,EUR,0.00,EUR,99.16,
03-11-2020,00:00,02-11-2020,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,Koersverandering geldmarktfonds (EUR),,EUR,0.00,EUR,99.16,
02-11-2020,00:00,01-11-2020,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,Koersverandering geldmarktfonds (EUR),,EUR,0.00,EUR,99.16,
30-10-2020,00:00,29-10-2020,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,Koersverandering geldmarktfonds (EUR),,EUR,0.00,EUR,99.16,
29-10-2020,00:00,28-10-2020,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,Koersverandering geldmarktfonds (EUR),,EUR,0.00,EUR,99.17,
28-10-2020,00:00,27-10-2020,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,Koersverandering geldmarktfonds (EUR),,EUR,0.00,EUR,99.17,
27-10-2020,00:00,26-10-2020,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,Koersverandering geldmarktfonds (EUR),,EUR,0.00,EUR,99.17,
26-10-2020,00:00,25-10-2020,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,Koersverandering geldmarktfonds (EUR),,EUR,0.00,EUR,99.17,
23-10-2020,00:00,22-10-2020,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,Koersverandering geldmarktfonds (EUR),,EUR,0.00,EUR,99.17,
22-10-2020,00:00,21-10-2020,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,Koersverandering geldmarktfonds (EUR),,EUR,0.00,EUR,99.18,
21-10-2020,00:00,20-10-2020,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,Koersverandering geldmarktfonds (EUR),,EUR,0.00,EUR,99.18,
20-10-2020,00:00,19-10-2020,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,Koersverandering geldmarktfonds (EUR),,EUR,0.00,EUR,99.18,
19-10-2020,00:00,18-10-2020,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,Koersverandering geldmarktfonds (EUR),,EUR,0.00,EUR,99.18,
16-10-2020,00:00,15-10-2020,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,Koersverandering geldmarktfonds (EUR),,EUR,0.00,EUR,99.19,
15-10-2020,00:00,14-10-2020,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,Koersverandering geldmarktfonds (EUR),,EUR,0.00,EUR,99.19,
14-10-2020,00:00,13-10-2020,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,Koersverandering geldmarktfonds (EUR),,EUR,0.00,EUR,99.19,
13-10-2020,00:00,12-10-2020,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,Koersverandering geldmarktfonds (EUR),,EUR,0.00,EUR,99.19,
12-10-2020,00:00,11-10-2020,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,Koersverandering geldmarktfonds (EUR),,EUR,0.00,EUR,99.19,
09-10-2020,00:00,08-10-2020,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,Koersverandering geldmarktfonds (EUR),,EUR,0.00,EUR,99.20,
08-10-2020,00:00,07-10-2020,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,Koersverandering geldmarktfonds (EUR),,EUR,0.00,EUR,99.20,
07-10-2020,00:00,06-10-2020,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,Koersverandering geldmarktfonds (EUR),,EUR,0.00,EUR,99.20,
06-10-2020,00:00,05-10-2020,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,Koersverandering geldmarktfonds (EUR),,EUR,0.00,EUR,99.20,
05-10-2020,00:00,04-10-2020,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,Koersverandering geldmarktfonds (EUR),,EUR,0.00,EUR,99.20,
02-10-2020,00:00,01-10-2020,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,Koersverandering geldmarktfonds (EUR),,EUR,0.00,EUR,99.21,
01-10-2020,00:00,30-09-2020,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,Koersverandering geldmarktfonds (EUR),,EUR,0.00,EUR,99.21,
30-09-2020,00:00,29-09-2020,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,Koersverandering geldmarktfonds (EUR),,EUR,0.00,EUR,99.21,
29-09-2020,00:00,28-09-2020,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,Koersverandering geldmarktfonds (EUR),,EUR,0.00,EUR,99.21,
28-09-2020,00:00,27-09-2020,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,Koersverandering geldmarktfonds (EUR),,EUR,0.00,EUR,99.22,
25-09-2020,00:00,24-09-2020,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,Koersverandering geldmarktfonds (EUR),,EUR,0.00,EUR,99.22,
24-09-2020,00:00,23-09-2020,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,Koersverandering geldmarktfonds (EUR),,EUR,0.00,EUR,99.22,
23-09-2020,00:00,22-09-2020,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,Koersverandering geldmarktfonds (EUR),,EUR,0.00,EUR,99.22,
22-09-2020,00:00,21-09-2020,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,Koersverandering geldmarktfonds (EUR),,EUR,0.00,EUR,99.23,
21-09-2020,00:00,20-09-2020,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,Koersverandering geldmarktfonds (EUR),,EUR,0.00,EUR,99.23,
18-09-2020,00:00,17-09-2020,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,Koersverandering geldmarktfonds (EUR),,EUR,0.00,EUR,99.23,
17-09-2020,00:00,16-09-2020,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,Koersverandering geldmarktfonds (EUR),,EUR,0.00,EUR,99.23,
16-09-2020,00:00,15-09-2020,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,Koersverandering geldmarktfonds (EUR),,EUR,0.00,EUR,99.23,
15-09-2020,00:00,14-09-2020,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,Koersverandering geldmarktfonds (EUR),,EUR,0.00,EUR,99.24,
14-09-2020,00:00,13-09-2020,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,Koersverandering geldmarktfonds (EUR),,EUR,0.00,EUR,99.24,
11-09-2020,00:00,10-09-2020,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,Koersverandering geldmarktfonds (EUR),,EUR,0.00,EUR,99.24,
10-09-2020,00:00,09-09-2020,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,Koersverandering geldmarktfonds (EUR),,EUR,0.00,EUR,99.25,
09-09-2020,00:00,08-09-2020,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,Koersverandering geldmarktfonds (EUR),,EUR,0.00,EUR,99.25,
08-09-2020,00:00,07-09-2020,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,Koersverandering geldmarktfonds (EUR),,EUR,0.00,EUR,99.25,
07-09-2020,00:00,06-09-2020,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,Koersverandering geldmarktfonds (EUR),,EUR,0.00,EUR,99.25,
04-09-2020,00:00,03-09-2020,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,Koersverandering geldmarktfonds (EUR),,EUR,0.00,EUR,99.25,
03-09-2020,00:00,02-09-2020,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,Koersverandering geldmarktfonds (EUR),,EUR,0.00,EUR,99.25,
02-09-2020,00:00,01-09-2020,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,Koersverandering geldmarktfonds (EUR),,EUR,0.00,EUR,99.26,
01-09-2020,00:00,31-08-2020,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,Koersverandering geldmarktfonds (EUR),,EUR,0.00,EUR,99.26,
31-08-2020,00:00,30-08-2020,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,Koersverandering geldmarktfonds (EUR),,EUR,0.00,EUR,99.26,
28-08-2020,00:00,27-08-2020,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,Koersverandering geldmarktfonds (EUR),,EUR,0.00,EUR,99.26,
27-08-2020,00:00,26-08-2020,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,Koersverandering geldmarktfonds (EUR),,EUR,0.00,EUR,99.27,
26-08-2020,00:00,25-08-2020,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,Koersverandering geldmarktfonds (EUR),,EUR,0.00,EUR,99.27,
25-08-2020,00:00,24-08-2020,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,Koersverandering geldmarktfonds (EUR),,EUR,0.00,EUR,99.27,
24-08-2020,00:00,23-08-2020,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,Koersverandering geldmarktfonds (EUR),,EUR,0.00,EUR,99.27,
21-08-2020,00:00,20-08-2020,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,Koersverandering geldmarktfonds (EUR),,EUR,0.00,EUR,99.28,
20-08-2020,00:00,19-08-2020,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,Koersverandering geldmarktfonds (EUR),,EUR,0.00,EUR,99.28,
19-08-2020,00:00,18-08-2020,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,Koersverandering geldmarktfonds (EUR),,EUR,0.00,EUR,99.28,
18-08-2020,00:00,17-08-2020,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,Koersverandering geldmarktfonds (EUR),,EUR,0.00,EUR,99.28,
17-08-2020,00:00,16-08-2020,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,Koersverandering geldmarktfonds (EUR),,EUR,0.00,EUR,99.28,
14-08-2020,00:00,13-08-2020,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,Koersverandering geldmarktfonds (EUR),,EUR,0.00,EUR,99.29,
13-08-2020,00:00,12-08-2020,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,Koersverandering geldmarktfonds (EUR),,EUR,0.00,EUR,99.29,
12-08-2020,00:00,11-08-2020,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,Koersverandering geldmarktfonds (EUR),,EUR,0.00,EUR,99.29,
11-08-2020,00:00,10-08-2020,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,Koersverandering geldmarktfonds (EUR),,EUR,0.00,EUR,99.29,
10-08-2020,00:00,09-08-2020,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,Koersverandering geldmarktfonds (EUR),,EUR,0.00,EUR,99.29,
07-08-2020,00:00,06-08-2020,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,Koersverandering geldmarktfonds (EUR),,EUR,0.00,EUR,99.30,
06-08-2020,00:00,05-08-2020,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,Koersverandering geldmarktfonds (EUR),,EUR,0.00,EUR,99.30,
05-08-2020,00:00,04-08-2020,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,Koersverandering geldmarktfonds (EUR),,EUR,0.00,EUR,99.30,
04-08-2020,00:00,03-08-2020,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,Koersverandering geldmarktfonds (EUR),,EUR,0.00,EUR,99.30,
03-08-2020,00:00,02-08-2020,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,Koersverandering geldmarktfonds (EUR),,EUR,0.00,EUR,99.30,
31-07-2020,00:00,30-07-2020,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,Koersverandering geldmarktfonds (EUR),,EUR,0.00,EUR,99.31,
30-07-2020,00:00,29-07-2020,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,Koersverandering geldmarktfonds (EUR),,EUR,0.00,EUR,99.31,
29-07-2020,00:00,28-07-2020,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,Koersverandering geldmarktfonds (EUR),,EUR,0.00,EUR,99.31,
28-07-2020,00:00,27-07-2020,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,Koersverandering geldmarktfonds (EUR),,EUR,0.00,EUR,99.31,
27-07-2020,00:00,26-07-2020,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,Koersverandering geldmarktfonds (EUR),,EUR,-0.01,EUR,99.31,
23-07-2020,16:26,23-07-2020,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,"Conversie geldmarktfonds: Koop 0,005034 @ 9.930,9376 EUR",,,,EUR,99.32,
23-07-2020,00:00,22-07-2020,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,Koersverandering geldmarktfonds (EUR),,EUR,0.00,EUR,50.00,
16-07-2020,14:19,16-07-2020,,,iDEAL storting,,EUR,50.00,EUR,50.00,
08-04-2020,16:27,08-04-2020,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,"Conversie geldmarktfonds: Koop 0,002011 @ 9.944,3666 EUR",,,,EUR,0.00,
28-03-2020,17:41,28-03-2020,,,iDEAL storting,,EUR,20.00,EUR,20.00,
